id	name	state	lat	lon	ele	nfiles	nonpublic	recentfile	display	col
2669	Koenigerode	Sachsen-Anhalt	51.6006	11.2064	375	3	3	FALSE	rdwd::metaInfo(id=2669)<br>name: Koenigerode<br>state: Sachsen-Anhalt<br>lat: 51.6006<br>lon: 11.2064<br>ele:  375<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
7104	Koenigheim	Baden-Wuerttemberg	49.6208	9.6033	225	13	2	TRUE	rdwd::metaInfo(id=7104)<br>name: Koenigheim<br>state: Baden-Wuerttemberg<br>lat: 49.6208<br>lon:  9.6033<br>ele:  225<br>n public files: 13<br>nonpublic:  2<br>recentfile: TRUE	blue
2670	Koenigheim-Puelfringen	Baden-Wuerttemberg	49.5822	9.5258	354	3	3	FALSE	rdwd::metaInfo(id=2670)<br>name: Koenigheim-Puelfringen<br>state: Baden-Wuerttemberg<br>lat: 49.5822<br>lon:  9.5258<br>ele:  354<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
2671	Koenigsbach-Stein	Baden-Wuerttemberg	48.9654	8.639	230	6	0	TRUE	rdwd::metaInfo(id=2671)<br>name: Koenigsbach-Stein<br>state: Baden-Wuerttemberg<br>lat: 48.9654<br>lon:  8.6390<br>ele:  230<br>n public files:  6<br>nonpublic:  0<br>recentfile: TRUE	blue
7494	Koenigsbach-Stein, Enzkreis	Baden-Wuerttemberg	48.9597	8.5905	160	0	6	FALSE	rdwd::metaInfo(id=7494)<br>name: Koenigsbach-Stein, Enzkreis<br>state: Baden-Wuerttemberg<br>lat: 48.9597<br>lon:  8.5905<br>ele:  160<br>n public files:  0<br>nonpublic:  6<br>recentfile: FALSE	red
2672	Koenigsberg/Bayern	Bayern	50.0806	10.5695	275	3	3	FALSE	rdwd::metaInfo(id=2672)<br>name: Koenigsberg/Bayern<br>state: Bayern<br>lat: 50.0806<br>lon: 10.5695<br>ele:  275<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
6200	Koenigsberg/Bayern-Holzhausen	Bayern	50.0786	10.4887	259	15	2	TRUE	rdwd::metaInfo(id=6200)<br>name: Koenigsberg/Bayern-Holzhausen<br>state: Bayern<br>lat: 50.0786<br>lon: 10.4887<br>ele:  259<br>n public files: 15<br>nonpublic:  2<br>recentfile: TRUE	blue
2673	Koenigsborn	Sachsen-Anhalt	52.133	11.7757	52	13	2	TRUE	rdwd::metaInfo(id=2673)<br>name: Koenigsborn<br>state: Sachsen-Anhalt<br>lat: 52.1330<br>lon: 11.7757<br>ele:   52<br>n public files: 13<br>nonpublic:  2<br>recentfile: TRUE	blue
2675	Koenigsee	Thueringen	50.6591	11.0969	350	3	3	FALSE	rdwd::metaInfo(id=2675)<br>name: Koenigsee<br>state: Thueringen<br>lat: 50.6591<br>lon: 11.0969<br>ele:  350<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
2676	Koenigsfeld, Kreis Bamberg	Bayern	49.9461	11.1637	448	6	0	TRUE	rdwd::metaInfo(id=2676)<br>name: Koenigsfeld, Kreis Bamberg<br>state: Bayern<br>lat: 49.9461<br>lon: 11.1637<br>ele:  448<br>n public files:  6<br>nonpublic:  0<br>recentfile: TRUE	blue
2677	Koenigsfeld/Schwarzwald	Baden-Wuerttemberg	48.1413	8.4285	730	1	33	FALSE	rdwd::metaInfo(id=2677)<br>name: Koenigsfeld/Schwarzwald<br>state: Baden-Wuerttemberg<br>lat: 48.1413<br>lon:  8.4285<br>ele:  730<br>n public files:  1<br>nonpublic: 33<br>recentfile: FALSE	red
2678	Koenigshain	Sachsen	51.1871	14.8423	270	3	3	FALSE	rdwd::metaInfo(id=2678)<br>name: Koenigshain<br>state: Sachsen<br>lat: 51.1871<br>lon: 14.8423<br>ele:  270<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
2679	Koenigshof (Forsthaus)	Niedersachsen	51.7	10.4833	396	3	3	FALSE	rdwd::metaInfo(id=2679)<br>name: Koenigshof (Forsthaus)<br>state: Niedersachsen<br>lat: 51.7000<br>lon: 10.4833<br>ele:  396<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
2680	Koenigshofen, Bad	Bayern	50.284	10.4456	289	46	11	TRUE	rdwd::metaInfo(id=2680)<br>name: Koenigshofen, Bad<br>state: Bayern<br>lat: 50.2840<br>lon: 10.4456<br>ele:  289<br>n public files: 46<br>nonpublic: 11<br>recentfile: TRUE	blue
2681	Koenigshorst-Lobeofsund	Brandenburg	52.72	12.734	30	3	3	FALSE	rdwd::metaInfo(id=2681)<br>name: Koenigshorst-Lobeofsund<br>state: Brandenburg<br>lat: 52.7200<br>lon: 12.7340<br>ele:   30<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
2682	Koenigshuette/Harz	Sachsen-Anhalt	51.7406	10.7656	430	3	3	FALSE	rdwd::metaInfo(id=2682)<br>name: Koenigshuette/Harz<br>state: Sachsen-Anhalt<br>lat: 51.7406<br>lon: 10.7656<br>ele:  430<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
2683	Koenigshuette/Harz (Ueberleitungssperre )	Sachsen-Anhalt	51.737	10.804	435	3	3	FALSE	rdwd::metaInfo(id=2683)<br>name: Koenigshuette/Harz (Ueberleitungssperre )<br>state: Sachsen-Anhalt<br>lat: 51.7370<br>lon: 10.8040<br>ele:  435<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
2685	Koenigskrug	Niedersachsen	51.75	10.5833	756	3	3	FALSE	rdwd::metaInfo(id=2685)<br>name: Koenigskrug<br>state: Niedersachsen<br>lat: 51.7500<br>lon: 10.5833<br>ele:  756<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
2686	Koenigslutter	Niedersachsen	52.2503	10.8084	138	3	3	FALSE	rdwd::metaInfo(id=2686)<br>name: Koenigslutter<br>state: Niedersachsen<br>lat: 52.2503<br>lon: 10.8084<br>ele:  138<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
2687	Koenigslutter-Rhode	Niedersachsen	52.3164	10.8665	121	3	3	FALSE	rdwd::metaInfo(id=2687)<br>name: Koenigslutter-Rhode<br>state: Niedersachsen<br>lat: 52.3164<br>lon: 10.8665<br>ele:  121<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
2688	Koenigsmark-Rengerslage	Sachsen-Anhalt	52.8207	11.8935	23	3	3	FALSE	rdwd::metaInfo(id=2688)<br>name: Koenigsmark-Rengerslage<br>state: Sachsen-Anhalt<br>lat: 52.8207<br>lon: 11.8935<br>ele:   23<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
2689	Koenigsmoor	Niedersachsen	53.2279	9.6527	40	26	15	TRUE	rdwd::metaInfo(id=2689)<br>name: Koenigsmoor<br>state: Niedersachsen<br>lat: 53.2279<br>lon:  9.6527<br>ele:   40<br>n public files: 26<br>nonpublic: 15<br>recentfile: TRUE	blue
2690	Koenigsmoos-Ludwigsmoos	Bayern	48.6371	11.1843	382	3	3	FALSE	rdwd::metaInfo(id=2690)<br>name: Koenigsmoos-Ludwigsmoos<br>state: Bayern<br>lat: 48.6371<br>lon: 11.1843<br>ele:  382<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
2691	Koenigsmoos-Untermaxfeld	Bayern	48.6707	11.2173	378	19	19	FALSE	rdwd::metaInfo(id=2691)<br>name: Koenigsmoos-Untermaxfeld<br>state: Bayern<br>lat: 48.6707<br>lon: 11.2173<br>ele:  378<br>n public files: 19<br>nonpublic: 19<br>recentfile: FALSE	red
2692	Koenigstedt	Sachsen-Anhalt	52.8143	11.2767	36	3	3	FALSE	rdwd::metaInfo(id=2692)<br>name: Koenigstedt<br>state: Sachsen-Anhalt<br>lat: 52.8143<br>lon: 11.2767<br>ele:   36<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
2693	Koenigstein/Taunus	Hessen	50.1855	8.4698	380	0	36	FALSE	rdwd::metaInfo(id=2693)<br>name: Koenigstein/Taunus<br>state: Hessen<br>lat: 50.1855<br>lon:  8.4698<br>ele:  380<br>n public files:  0<br>nonpublic: 36<br>recentfile: FALSE	red
2081	Koenigstuhl	Baden-Wuerttemberg	49.3981	8.7251	561	18	18	FALSE	rdwd::metaInfo(id=2081)<br>name: Koenigstuhl<br>state: Baden-Wuerttemberg<br>lat: 49.3981<br>lon:  8.7251<br>ele:  561<br>n public files: 18<br>nonpublic: 18<br>recentfile: FALSE	red
2696	Koenigswartha	Sachsen	51.3113	14.3342	142	6	0	TRUE	rdwd::metaInfo(id=2696)<br>name: Koenigswartha<br>state: Sachsen<br>lat: 51.3113<br>lon: 14.3342<br>ele:  142<br>n public files:  6<br>nonpublic:  0<br>recentfile: TRUE	blue
603	Koenigswinter-Heiderhof	Nordrhein-Westfalen	50.729	7.2047	144	67	1	TRUE	rdwd::metaInfo(id=603)<br>name: Koenigswinter-Heiderhof<br>state: Nordrhein-Westfalen<br>lat: 50.7290<br>lon:  7.2047<br>ele:  144<br>n public files: 67<br>nonpublic:  1<br>recentfile: TRUE	blue
2697	Koenigswinter-Heisterbacherrott	Nordrhein-Westfalen	50.7	7.2333	170	3	3	FALSE	rdwd::metaInfo(id=2697)<br>name: Koenigswinter-Heisterbacherrott<br>state: Nordrhein-Westfalen<br>lat: 50.7000<br>lon:  7.2333<br>ele:  170<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
2698	Koennern	Sachsen-Anhalt	51.6723	11.7791	90	3	3	FALSE	rdwd::metaInfo(id=2698)<br>name: Koennern<br>state: Sachsen-Anhalt<br>lat: 51.6723<br>lon: 11.7791<br>ele:   90<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
2699	Koerperich	Rheinland-Pfalz	49.9356	6.2519	299	3	3	FALSE	rdwd::metaInfo(id=2699)<br>name: Koerperich<br>state: Rheinland-Pfalz<br>lat: 49.9356<br>lon:  6.2519<br>ele:  299<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
14109	Koerperich-Gaytalpark	Rheinland-Pfalz	49.9357	6.2523	290	0	6	FALSE	rdwd::metaInfo(id=14109)<br>name: Koerperich-Gaytalpark<br>state: Rheinland-Pfalz<br>lat: 49.9357<br>lon:  6.2523<br>ele:  290<br>n public files:  0<br>nonpublic:  6<br>recentfile: FALSE	red
2700	Koesching	Bayern	48.8302	11.4872	416	55	11	TRUE	rdwd::metaInfo(id=2700)<br>name: Koesching<br>state: Bayern<br>lat: 48.8302<br>lon: 11.4872<br>ele:  416<br>n public files: 55<br>nonpublic: 11<br>recentfile: TRUE	blue
2701	Koesen, Bad	Sachsen-Anhalt	51.1329	11.7252	136	18	18	FALSE	rdwd::metaInfo(id=2701)<br>name: Koesen, Bad<br>state: Sachsen-Anhalt<br>lat: 51.1329<br>lon: 11.7252<br>ele:  136<br>n public files: 18<br>nonpublic: 18<br>recentfile: FALSE	red
2702	Koestritz, Bad	Thueringen	50.9372	12.0264	181	6	0	TRUE	rdwd::metaInfo(id=2702)<br>name: Koestritz, Bad<br>state: Thueringen<br>lat: 50.9372<br>lon: 12.0264<br>ele:  181<br>n public files:  6<br>nonpublic:  0<br>recentfile: TRUE	blue
2703	Koeterberg	Nordrhein-Westfalen	51.855	9.3239	496	14	14	FALSE	rdwd::metaInfo(id=2703)<br>name: Koeterberg<br>state: Nordrhein-Westfalen<br>lat: 51.8550<br>lon:  9.3239<br>ele:  496<br>n public files: 14<br>nonpublic: 14<br>recentfile: FALSE	red
2704	Koethen (Anhalt)	Sachsen-Anhalt	51.7511	12.0094	76	50	11	TRUE	rdwd::metaInfo(id=2704)<br>name: Koethen (Anhalt)<br>state: Sachsen-Anhalt<br>lat: 51.7511<br>lon: 12.0094<br>ele:   76<br>n public files: 50<br>nonpublic: 11<br>recentfile: TRUE	blue
2705	Koetschlitz-Zschoechergen	Sachsen-Anhalt	51.3495	12.1579	103	3	3	FALSE	rdwd::metaInfo(id=2705)<br>name: Koetschlitz-Zschoechergen<br>state: Sachsen-Anhalt<br>lat: 51.3495<br>lon: 12.1579<br>ele:  103<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
2706	Koetzting	Bayern	49.1815	12.8584	408	3	3	FALSE	rdwd::metaInfo(id=2706)<br>name: Koetzting<br>state: Bayern<br>lat: 49.1815<br>lon: 12.8584<br>ele:  408<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
5891	Kohlgrub, Bad	Bayern	47.6667	11.0333	860	1	1	FALSE	rdwd::metaInfo(id=5891)<br>name: Kohlgrub, Bad<br>state: Bayern<br>lat: 47.6667<br>lon: 11.0333<br>ele:  860<br>n public files:  1<br>nonpublic:  1<br>recentfile: FALSE	red
5890	Kohlgrub, Bad (A)	Bayern	47.6777	11.0473	850	16	16	FALSE	rdwd::metaInfo(id=5890)<br>name: Kohlgrub, Bad (A)<br>state: Bayern<br>lat: 47.6777<br>lon: 11.0473<br>ele:  850<br>n public files: 16<br>nonpublic: 16<br>recentfile: FALSE	red
2708	Kohlgrub, Bad (Rosshof)	Bayern	47.6652	11.0805	742	50	11	TRUE	rdwd::metaInfo(id=2708)<br>name: Kohlgrub, Bad (Rosshof)<br>state: Bayern<br>lat: 47.6652<br>lon: 11.0805<br>ele:  742<br>n public files: 50<br>nonpublic: 11<br>recentfile: TRUE	blue
2709	Kolitzheim	Bayern	49.9164	10.2363	230	15	2	TRUE	rdwd::metaInfo(id=2709)<br>name: Kolitzheim<br>state: Bayern<br>lat: 49.9164<br>lon: 10.2363<br>ele:  230<br>n public files: 15<br>nonpublic:  2<br>recentfile: TRUE	blue
2710	Kollund	Schleswig-Holstein	54.6	9.2	23	3	3	FALSE	rdwd::metaInfo(id=2710)<br>name: Kollund<br>state: Schleswig-Holstein<br>lat: 54.6000<br>lon:  9.2000<br>ele:   23<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
2711	Komptendorf	Brandenburg	51.6812	14.48	86	3	3	FALSE	rdwd::metaInfo(id=2711)<br>name: Komptendorf<br>state: Brandenburg<br>lat: 51.6812<br>lon: 14.4800<br>ele:   86<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
2712	Konstanz	Baden-Wuerttemberg	47.6774	9.19	443	82	2	TRUE	rdwd::metaInfo(id=2712)<br>name: Konstanz<br>state: Baden-Wuerttemberg<br>lat: 47.6774<br>lon:  9.1900<br>ele:  443<br>n public files: 82<br>nonpublic:  2<br>recentfile: TRUE	blue
2713	Konstanz (Stadtgaertnerei)	Baden-Wuerttemberg	47.6605	9.1634	398	0	30	FALSE	rdwd::metaInfo(id=2713)<br>name: Konstanz (Stadtgaertnerei)<br>state: Baden-Wuerttemberg<br>lat: 47.6605<br>lon:  9.1634<br>ele:  398<br>n public files:  0<br>nonpublic: 30<br>recentfile: FALSE	red
2714	Konz	Rheinland-Pfalz	49.6872	6.5724	180	3	3	FALSE	rdwd::metaInfo(id=2714)<br>name: Konz<br>state: Rheinland-Pfalz<br>lat: 49.6872<br>lon:  6.5724<br>ele:  180<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
2715	Korbach	Hessen	51.2667	8.8667	380	3	3	FALSE	rdwd::metaInfo(id=2715)<br>name: Korbach<br>state: Hessen<br>lat: 51.2667<br>lon:  8.8667<br>ele:  380<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
2716	Korbach-Eppe	Hessen	51.2333	8.7667	387	3	3	FALSE	rdwd::metaInfo(id=2716)<br>name: Korbach-Eppe<br>state: Hessen<br>lat: 51.2333<br>lon:  8.7667<br>ele:  387<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
2717	Korbach-Lengefeld	Hessen	51.2662	8.8309	395	15	15	FALSE	rdwd::metaInfo(id=2717)<br>name: Korbach-Lengefeld<br>state: Hessen<br>lat: 51.2662<br>lon:  8.8309<br>ele:  395<br>n public files: 15<br>nonpublic: 15<br>recentfile: FALSE	red
2718	Korbach-Rhena	Hessen	51.288	8.7928	458	14	2	TRUE	rdwd::metaInfo(id=2718)<br>name: Korbach-Rhena<br>state: Hessen<br>lat: 51.2880<br>lon:  8.7928<br>ele:  458<br>n public files: 14<br>nonpublic:  2<br>recentfile: TRUE	blue
14179	Korschenbroich (WV NRW)	Nordrhein-Westfalen	51.1968	6.495	42	0	6	FALSE	rdwd::metaInfo(id=14179)<br>name: Korschenbroich (WV NRW)<br>state: Nordrhein-Westfalen<br>lat: 51.1968<br>lon:  6.4950<br>ele:   42<br>n public files:  0<br>nonpublic:  6<br>recentfile: FALSE	red
2719	Koserow	Mecklenburg-Vorpommern	54.0492	14.0095	25	3	3	FALSE	rdwd::metaInfo(id=2719)<br>name: Koserow<br>state: Mecklenburg-Vorpommern<br>lat: 54.0492<br>lon: 14.0095<br>ele:   25<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
2720	Kossdorf	Brandenburg	51.5023	13.2289	87	4	2	TRUE	rdwd::metaInfo(id=2720)<br>name: Kossdorf<br>state: Brandenburg<br>lat: 51.5023<br>lon: 13.2289<br>ele:   87<br>n public files:  4<br>nonpublic:  2<br>recentfile: TRUE	blue
5169	Kraftisried	Bayern	47.7674	10.4604	831	15	2	TRUE	rdwd::metaInfo(id=5169)<br>name: Kraftisried<br>state: Bayern<br>lat: 47.7674<br>lon: 10.4604<br>ele:  831<br>n public files: 15<br>nonpublic:  2<br>recentfile: TRUE	blue
2721	Kraftsdorf	Thueringen	50.8774	11.9141	295	3	3	FALSE	rdwd::metaInfo(id=2721)<br>name: Kraftsdorf<br>state: Thueringen<br>lat: 50.8774<br>lon: 11.9141<br>ele:  295<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
2722	Kraiburg am Inn	Bayern	48.1833	12.4341	423	3	3	FALSE	rdwd::metaInfo(id=2722)<br>name: Kraiburg am Inn<br>state: Bayern<br>lat: 48.1833<br>lon: 12.4341<br>ele:  423<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
2723	Kraichtal-Gochsheim	Baden-Wuerttemberg	49.1037	8.7448	170	3	3	FALSE	rdwd::metaInfo(id=2723)<br>name: Kraichtal-Gochsheim<br>state: Baden-Wuerttemberg<br>lat: 49.1037<br>lon:  8.7448<br>ele:  170<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
2724	Krailling	Bayern	48.0949	11.4051	553	6	0	TRUE	rdwd::metaInfo(id=2724)<br>name: Krailling<br>state: Bayern<br>lat: 48.0949<br>lon: 11.4051<br>ele:  553<br>n public files:  6<br>nonpublic:  0<br>recentfile: TRUE	blue
2725	Krakow am See	Mecklenburg-Vorpommern	53.6474	12.259	60	6	0	TRUE	rdwd::metaInfo(id=2725)<br>name: Krakow am See<br>state: Mecklenburg-Vorpommern<br>lat: 53.6474<br>lon: 12.2590<br>ele:   60<br>n public files:  6<br>nonpublic:  0<br>recentfile: TRUE	blue
2726	Kranichfeld	Thueringen	50.8667	11.2167	310	3	3	FALSE	rdwd::metaInfo(id=2726)<br>name: Kranichfeld<br>state: Thueringen<br>lat: 50.8667<br>lon: 11.2167<br>ele:  310<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
2727	Kratzeburg-Dambeck	Mecklenburg-Vorpommern	53.4457	12.9369	70	3	3	FALSE	rdwd::metaInfo(id=2727)<br>name: Kratzeburg-Dambeck<br>state: Mecklenburg-Vorpommern<br>lat: 53.4457<br>lon: 12.9369<br>ele:   70<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
2728	Kratzeburg-Granzin	Mecklenburg-Vorpommern	53.4133	12.903	70	6	0	TRUE	rdwd::metaInfo(id=2728)<br>name: Kratzeburg-Granzin<br>state: Mecklenburg-Vorpommern<br>lat: 53.4133<br>lon: 12.9030<br>ele:   70<br>n public files:  6<br>nonpublic:  0<br>recentfile: TRUE	blue
2729	Krauchenwies	Baden-Wuerttemberg	48.0135	9.2456	596	4	4	FALSE	rdwd::metaInfo(id=2729)<br>name: Krauchenwies<br>state: Baden-Wuerttemberg<br>lat: 48.0135<br>lon:  9.2456<br>ele:  596<br>n public files:  4<br>nonpublic:  4<br>recentfile: FALSE	red
2608	Krauschwitz-Klein Priebus	Sachsen	51.4576	14.9545	135	3	3	FALSE	rdwd::metaInfo(id=2608)<br>name: Krauschwitz-Klein Priebus<br>state: Sachsen<br>lat: 51.4576<br>lon: 14.9545<br>ele:  135<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
2730	Krausnick	Brandenburg	52.0337	13.8338	60	3	3	FALSE	rdwd::metaInfo(id=2730)<br>name: Krausnick<br>state: Brandenburg<br>lat: 52.0337<br>lon: 13.8338<br>ele:   60<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
7495	Krautheim	Baden-Wuerttemberg	49.3786	9.6307	226	0	6	FALSE	rdwd::metaInfo(id=7495)<br>name: Krautheim<br>state: Baden-Wuerttemberg<br>lat: 49.3786<br>lon:  9.6307<br>ele:  226<br>n public files:  0<br>nonpublic:  6<br>recentfile: FALSE	red
2731	Krefeld-Forstwald	Nordrhein-Westfalen	51.3009	6.5265	40	3	3	FALSE	rdwd::metaInfo(id=2731)<br>name: Krefeld-Forstwald<br>state: Nordrhein-Westfalen<br>lat: 51.3009<br>lon:  6.5265<br>ele:   40<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
2733	Kremmen-Gross Ziethen	Brandenburg	52.7277	13.0121	46	13	2	TRUE	rdwd::metaInfo(id=2733)<br>name: Kremmen-Gross Ziethen<br>state: Brandenburg<br>lat: 52.7277<br>lon: 13.0121<br>ele:   46<br>n public files: 13<br>nonpublic:  2<br>recentfile: TRUE	blue
2734	Krempel	Schleswig-Holstein	54.3237	9.0247	2	13	2	TRUE	rdwd::metaInfo(id=2734)<br>name: Krempel<br>state: Schleswig-Holstein<br>lat: 54.3237<br>lon:  9.0247<br>ele:    2<br>n public files: 13<br>nonpublic:  2<br>recentfile: TRUE	blue
2735	Krensitz	Sachsen	51.4868	12.4623	110	3	3	FALSE	rdwd::metaInfo(id=2735)<br>name: Krensitz<br>state: Sachsen<br>lat: 51.4868<br>lon: 12.4623<br>ele:  110<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
2736	Kressberg-Asbach	Baden-Wuerttemberg	49.1408	10.1873	458	7	1	TRUE	rdwd::metaInfo(id=2736)<br>name: Kressberg-Asbach<br>state: Baden-Wuerttemberg<br>lat: 49.1408<br>lon: 10.1873<br>ele:  458<br>n public files:  7<br>nonpublic:  1<br>recentfile: TRUE	blue
2737	Kressbronn	Baden-Wuerttemberg	47.6	9.6	414	3	3	FALSE	rdwd::metaInfo(id=2737)<br>name: Kressbronn<br>state: Baden-Wuerttemberg<br>lat: 47.6000<br>lon:  9.6000<br>ele:  414<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
2738	Kreuth	Bayern	47.6447	11.7436	776	1	31	FALSE	rdwd::metaInfo(id=2738)<br>name: Kreuth<br>state: Bayern<br>lat: 47.6447<br>lon: 11.7436<br>ele:  776<br>n public files:  1<br>nonpublic: 31<br>recentfile: FALSE	red
2740	Kreuth-Glashuette	Bayern	47.6105	11.6462	897	15	2	TRUE	rdwd::metaInfo(id=2740)<br>name: Kreuth-Glashuette<br>state: Bayern<br>lat: 47.6105<br>lon: 11.6462<br>ele:  897<br>n public files: 15<br>nonpublic:  2<br>recentfile: TRUE	blue
2739	Kreuth (A)	Bayern	47.6333	11.75	795	3	3	FALSE	rdwd::metaInfo(id=2739)<br>name: Kreuth (A)<br>state: Bayern<br>lat: 47.6333<br>lon: 11.7500<br>ele:  795<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
2741	Kreuzau-Schlagstein	Nordrhein-Westfalen	50.7249	6.4579	157	3	3	FALSE	rdwd::metaInfo(id=2741)<br>name: Kreuzau-Schlagstein<br>state: Nordrhein-Westfalen<br>lat: 50.7249<br>lon:  6.4579<br>ele:  157<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
2742	Kreuzberg/Rhoen	Bayern	50.3667	9.9833	855	3	3	FALSE	rdwd::metaInfo(id=2742)<br>name: Kreuzberg/Rhoen<br>state: Bayern<br>lat: 50.3667<br>lon:  9.9833<br>ele:  855<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
4301	Kreuznach, Bad	Rheinland-Pfalz	49.8502	7.871	102	55	13	TRUE	rdwd::metaInfo(id=4301)<br>name: Kreuznach, Bad<br>state: Rheinland-Pfalz<br>lat: 49.8502<br>lon:  7.8710<br>ele:  102<br>n public files: 55<br>nonpublic: 13<br>recentfile: TRUE	blue
2743	Kreuzpullach	Bayern	48	11.5833	616	3	3	FALSE	rdwd::metaInfo(id=2743)<br>name: Kreuzpullach<br>state: Bayern<br>lat: 48.0000<br>lon: 11.5833<br>ele:  616<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
2744	Kreuztal-Eichen	Nordrhein-Westfalen	50.983	7.9682	305	8	0	TRUE	rdwd::metaInfo(id=2744)<br>name: Kreuztal-Eichen<br>state: Nordrhein-Westfalen<br>lat: 50.9830<br>lon:  7.9682<br>ele:  305<br>n public files:  8<br>nonpublic:  0<br>recentfile: TRUE	blue
2745	Kreuzwertheim-Unterwittbach	Bayern	49.8022	9.5556	246	0	2	FALSE	rdwd::metaInfo(id=2745)<br>name: Kreuzwertheim-Unterwittbach<br>state: Bayern<br>lat: 49.8022<br>lon:  9.5556<br>ele:  246<br>n public files:  0<br>nonpublic:  2<br>recentfile: FALSE	red
2746	Kroebeln	Brandenburg	51.4443	13.3702	91	3	3	FALSE	rdwd::metaInfo(id=2746)<br>name: Kroebeln<br>state: Brandenburg<br>lat: 51.4443<br>lon: 13.3702<br>ele:   91<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
13711	Kroelpa-Rockendorf	Thueringen	50.682	11.515	289	64	9	TRUE	rdwd::metaInfo(id=13711)<br>name: Kroelpa-Rockendorf<br>state: Thueringen<br>lat: 50.6820<br>lon: 11.5150<br>ele:  289<br>n public files: 64<br>nonpublic:  9<br>recentfile: TRUE	blue
2748	Kroening-Leisteneck	Bayern	48.5501	12.3739	490	6	0	TRUE	rdwd::metaInfo(id=2748)<br>name: Kroening-Leisteneck<br>state: Bayern<br>lat: 48.5501<br>lon: 12.3739<br>ele:  490<br>n public files:  6<br>nonpublic:  0<br>recentfile: TRUE	blue
2750	Kronach	Bayern	50.2523	11.3209	312	55	11	TRUE	rdwd::metaInfo(id=2750)<br>name: Kronach<br>state: Bayern<br>lat: 50.2523<br>lon: 11.3209<br>ele:  312<br>n public files: 55<br>nonpublic: 11<br>recentfile: TRUE	blue
2751	Kronau	Baden-Wuerttemberg	49.2245	8.6343	107	3	3	FALSE	rdwd::metaInfo(id=2751)<br>name: Kronau<br>state: Baden-Wuerttemberg<br>lat: 49.2245<br>lon:  8.6343<br>ele:  107<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
2752	Kronberg-Oberhoechstadt	Hessen	50.1667	8.55	245	3	3	FALSE	rdwd::metaInfo(id=2752)<br>name: Kronberg-Oberhoechstadt<br>state: Hessen<br>lat: 50.1667<br>lon:  8.5500<br>ele:  245<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
2753	Kronberg/Taunus	Hessen	50.1833	8.5167	250	3	3	FALSE	rdwd::metaInfo(id=2753)<br>name: Kronberg/Taunus<br>state: Hessen<br>lat: 50.1833<br>lon:  8.5167<br>ele:  250<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
