id	name	state	lat	long	ele	all_elev	nfiles_coord	nfiles_id	recentfile	display
3399	Muennerstadt-Reichenbach	Bayern	50.2685	10.1532	301	301(4)	4	4	TRUE	rdwd::metaInfo(id=3399)<br>name: Muennerstadt-Reichenbach<br>state: Bayern<br>lat: 50.2685<br>long: 10.1532<br>ele:  301.00<br>all_elev: 301(4)<br>nfiles_coord: 4<br>nfiles_id: 4<br>recentfile:  TRUE
4808	Muennerstadt-Seubrigshausen	Bayern	50.2307	10.3202	331	331(4)	4	4	TRUE	rdwd::metaInfo(id=4808)<br>name: Muennerstadt-Seubrigshausen<br>state: Bayern<br>lat: 50.2307<br>long: 10.3202<br>ele:  331.00<br>all_elev: 331(4)<br>nfiles_coord: 4<br>nfiles_id: 4<br>recentfile:  TRUE
3401	Muensing	Bayern	47.9	11.3667	666	666(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=3401)<br>name: Muensing<br>state: Bayern<br>lat: 47.9000<br>long: 11.3667<br>ele:  666.00<br>all_elev: 666(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
3402	Muensingen-Apfelstetten	Baden-Wuerttemberg	48.3851	9.4837	750	750(16)	15 (+1)	16 (+1)	TRUE	rdwd::metaInfo(id=3402)<br>name: Muensingen-Apfelstetten<br>state: Baden-Wuerttemberg<br>lat: 48.3851<br>long:  9.4837<br>ele:  750.00<br>all_elev: 750(16)<br>nfiles_coord: 15 (+1)<br>nfiles_id: 16 (+1)<br>recentfile:  TRUE
3402	Muensingen-Apfelstetten	Baden-Wuerttemberg	48.3854	9.4833	750	750(1)	1	16 (+1)	FALSE	rdwd::metaInfo(id=3402)<br>name: Muensingen-Apfelstetten<br>state: Baden-Wuerttemberg<br>lat: 48.3854<br>long:  9.4833<br>ele:  750.00<br>all_elev: 750(1)<br>nfiles_coord: 1<br>nfiles_id: 16 (+1)<br>recentfile: FALSE
3404	Muenster	Nordrhein-Westfalen	51.9494	7.5906	62	62(23)	10 (+13)	11 (+13)	FALSE	rdwd::metaInfo(id=3404)<br>name: Muenster<br>state: Nordrhein-Westfalen<br>lat: 51.9494<br>long:  7.5906<br>ele:   62.00<br>all_elev: 62(23)<br>nfiles_coord: 10 (+13)<br>nfiles_id: 11 (+13)<br>recentfile: FALSE
3404	Muenster	Nordrhein-Westfalen	51.9508	7.5914	62	62(1)	1	11 (+13)	FALSE	rdwd::metaInfo(id=3404)<br>name: Muenster<br>state: Nordrhein-Westfalen<br>lat: 51.9508<br>long:  7.5914<br>ele:   62.00<br>all_elev: 62(1)<br>nfiles_coord: 1<br>nfiles_id: 11 (+13)<br>recentfile: FALSE
3405	Muenster (Schleuse)	Nordrhein-Westfalen	51.9833	7.6667	57	57(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=3405)<br>name: Muenster (Schleuse)<br>state: Nordrhein-Westfalen<br>lat: 51.9833<br>long:  7.6667<br>ele:   57.00<br>all_elev: 57(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
1766	Muenster/Osnabrueck	Nordrhein-Westfalen	52.1344	7.6969	47.97	47.8(3)_48(19)	20 (+2)	22 (+2)	TRUE	rdwd::metaInfo(id=1766)<br>name: Muenster/Osnabrueck<br>state: Nordrhein-Westfalen<br>lat: 52.1344<br>long:  7.6969<br>ele:   47.97<br>all_elev: 47.8(3)_48(19)<br>nfiles_coord: 20 (+2)<br>nfiles_id: 22 (+2)<br>recentfile:  TRUE
1766	Muenster/Osnabrueck	Nordrhein-Westfalen	52.1353	7.6978	48	48(1)	1	22 (+2)	FALSE	rdwd::metaInfo(id=1766)<br>name: Muenster/Osnabrueck<br>state: Nordrhein-Westfalen<br>lat: 52.1353<br>long:  7.6978<br>ele:   48.00<br>all_elev: 48(1)<br>nfiles_coord: 1<br>nfiles_id: 22 (+2)<br>recentfile: FALSE
1766	Muenster/Osnabrueck	Nordrhein-Westfalen	52.1346	7.6964	48	48(1)	1	22 (+2)	FALSE	rdwd::metaInfo(id=1766)<br>name: Muenster/Osnabrueck<br>state: Nordrhein-Westfalen<br>lat: 52.1346<br>long:  7.6964<br>ele:   48.00<br>all_elev: 48(1)<br>nfiles_coord: 1<br>nfiles_id: 22 (+2)<br>recentfile: FALSE
3407	Muenstereifel, Bad	Nordrhein-Westfalen	50.5485	6.7605	320	320(3)	3	4	TRUE	rdwd::metaInfo(id=3407)<br>name: Muenstereifel, Bad<br>state: Nordrhein-Westfalen<br>lat: 50.5485<br>long:  6.7605<br>ele:  320.00<br>all_elev: 320(3)<br>nfiles_coord: 3<br>nfiles_id: 4<br>recentfile:  TRUE
3407	Muenstereifel, Bad	Nordrhein-Westfalen	50.5485	6.7601	320	320(1)	1	4	FALSE	rdwd::metaInfo(id=3407)<br>name: Muenstereifel, Bad<br>state: Nordrhein-Westfalen<br>lat: 50.5485<br>long:  6.7601<br>ele:  320.00<br>all_elev: 320(1)<br>nfiles_coord: 1<br>nfiles_id: 4<br>recentfile: FALSE
3408	Muenstereifel, Bad-Houverath	Nordrhein-Westfalen	50.5419	6.9024	348	348(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=3408)<br>name: Muenstereifel, Bad-Houverath<br>state: Nordrhein-Westfalen<br>lat: 50.5419<br>long:  6.9024<br>ele:  348.00<br>all_elev: 348(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
3409	Muensterhausen	Bayern	48.308	10.4566	500	500(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=3409)<br>name: Muensterhausen<br>state: Bayern<br>lat: 48.3080<br>long: 10.4566<br>ele:  500.00<br>all_elev: 500(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
3410	Muenstermaifeld	Rheinland-Pfalz	50.2441	7.36	255	255(4)	4	4	TRUE	rdwd::metaInfo(id=3410)<br>name: Muenstermaifeld<br>state: Rheinland-Pfalz<br>lat: 50.2441<br>long:  7.3600<br>ele:  255.00<br>all_elev: 255(4)<br>nfiles_coord: 4<br>nfiles_id: 4<br>recentfile:  TRUE
3411	Muensterschwarzach	Bayern	49.8	10.2333	190	190(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=3411)<br>name: Muensterschwarzach<br>state: Bayern<br>lat: 49.8000<br>long: 10.2333<br>ele:  190.00<br>all_elev: 190(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
3412	Muenstertal	Baden-Wuerttemberg	47.869	7.8086	456	456(3)	3	4	TRUE	rdwd::metaInfo(id=3412)<br>name: Muenstertal<br>state: Baden-Wuerttemberg<br>lat: 47.8690<br>long:  7.8086<br>ele:  456.00<br>all_elev: 456(3)<br>nfiles_coord: 3<br>nfiles_id: 4<br>recentfile:  TRUE
3412	Muenstertal	Baden-Wuerttemberg	47.8691	7.8085	456	456(1)	1	4	FALSE	rdwd::metaInfo(id=3412)<br>name: Muenstertal<br>state: Baden-Wuerttemberg<br>lat: 47.8691<br>long:  7.8085<br>ele:  456.00<br>all_elev: 456(1)<br>nfiles_coord: 1<br>nfiles_id: 4<br>recentfile: FALSE
3413	Muenzenberg-Gambach	Hessen	50.4522	8.7317	155	155(3)	3	6	TRUE	rdwd::metaInfo(id=3413)<br>name: Muenzenberg-Gambach<br>state: Hessen<br>lat: 50.4522<br>long:  8.7317<br>ele:  155.00<br>all_elev: 155(3)<br>nfiles_coord: 3<br>nfiles_id: 6<br>recentfile:  TRUE
3413	Muenzenberg-Gambach	Hessen	50.4521	8.7318	155	155(3)	3	6	FALSE	rdwd::metaInfo(id=3413)<br>name: Muenzenberg-Gambach<br>state: Hessen<br>lat: 50.4521<br>long:  8.7318<br>ele:  155.00<br>all_elev: 155(3)<br>nfiles_coord: 3<br>nfiles_id: 6<br>recentfile: FALSE
1901	Muhr am See	Bayern	49.1526	10.7112	415	415(4)	4	4	TRUE	rdwd::metaInfo(id=1901)<br>name: Muhr am See<br>state: Bayern<br>lat: 49.1526<br>long: 10.7112<br>ele:  415.00<br>all_elev: 415(4)<br>nfiles_coord: 4<br>nfiles_id: 4<br>recentfile:  TRUE
3416	Mulfingen/Jagst	Baden-Wuerttemberg	49.3423	9.8073	294	294(3)	3	4	TRUE	rdwd::metaInfo(id=3416)<br>name: Mulfingen/Jagst<br>state: Baden-Wuerttemberg<br>lat: 49.3423<br>long:  9.8073<br>ele:  294.00<br>all_elev: 294(3)<br>nfiles_coord: 3<br>nfiles_id: 4<br>recentfile:  TRUE
3416	Mulfingen/Jagst	Baden-Wuerttemberg	49.3422	9.8069	294	294(1)	1	4	FALSE	rdwd::metaInfo(id=3416)<br>name: Mulfingen/Jagst<br>state: Baden-Wuerttemberg<br>lat: 49.3422<br>long:  9.8069<br>ele:  294.00<br>all_elev: 294(1)<br>nfiles_coord: 1<br>nfiles_id: 4<br>recentfile: FALSE
3417	Mulmshorn	Niedersachsen	53.1667	9.3	28	28(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=3417)<br>name: Mulmshorn<br>state: Niedersachsen<br>lat: 53.1667<br>long:  9.3000<br>ele:   28.00<br>all_elev: 28(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
3420	Munster	Niedersachsen	52.9832	10.0827	83	83(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=3420)<br>name: Munster<br>state: Niedersachsen<br>lat: 52.9832<br>long: 10.0827<br>ele:   83.00<br>all_elev: 83(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
3421	Munster/Heide	Niedersachsen	53.0013	10.1349	84	84(2)	1 (+1)	1 (+1)	FALSE	rdwd::metaInfo(id=3421)<br>name: Munster/Heide<br>state: Niedersachsen<br>lat: 53.0013<br>long: 10.1349<br>ele:   84.00<br>all_elev: 84(2)<br>nfiles_coord: 1 (+1)<br>nfiles_id: 1 (+1)<br>recentfile: FALSE
3424	Murnau	Bayern	47.6685	11.2245	619	619(4)	4	4	TRUE	rdwd::metaInfo(id=3424)<br>name: Murnau<br>state: Bayern<br>lat: 47.6685<br>long: 11.2245<br>ele:  619.00<br>all_elev: 619(4)<br>nfiles_coord: 4<br>nfiles_id: 4<br>recentfile:  TRUE
3425	Murrhardt	Baden-Wuerttemberg	48.9729	9.5708	344	344(9)	4 (+5)	4 (+5)	FALSE	rdwd::metaInfo(id=3425)<br>name: Murrhardt<br>state: Baden-Wuerttemberg<br>lat: 48.9729<br>long:  9.5708<br>ele:  344.00<br>all_elev: 344(9)<br>nfiles_coord: 4 (+5)<br>nfiles_id: 4 (+5)<br>recentfile: FALSE
3426	Muskau, Bad	Sachsen	51.566	14.7009	125	125(16)	16	18	TRUE	rdwd::metaInfo(id=3426)<br>name: Muskau, Bad<br>state: Sachsen<br>lat: 51.5660<br>long: 14.7009<br>ele:  125.00<br>all_elev: 125(16)<br>nfiles_coord: 16<br>nfiles_id: 18<br>recentfile:  TRUE
3426	Muskau, Bad	Sachsen	51.5662	14.6989	125	125(1)	1	18	FALSE	rdwd::metaInfo(id=3426)<br>name: Muskau, Bad<br>state: Sachsen<br>lat: 51.5662<br>long: 14.6989<br>ele:  125.00<br>all_elev: 125(1)<br>nfiles_coord: 1<br>nfiles_id: 18<br>recentfile: FALSE
3426	Muskau, Bad	Sachsen	51.5675	14.7008	125	125(1)	1	18	FALSE	rdwd::metaInfo(id=3426)<br>name: Muskau, Bad<br>state: Sachsen<br>lat: 51.5675<br>long: 14.7008<br>ele:  125.00<br>all_elev: 125(1)<br>nfiles_coord: 1<br>nfiles_id: 18<br>recentfile: FALSE
3427	Mutzschen	Sachsen	51.2618	12.889	189	189(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=3427)<br>name: Mutzschen<br>state: Sachsen<br>lat: 51.2618<br>long: 12.8890<br>ele:  189.00<br>all_elev: 189(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
3429	Nabburg (Flussmeisterstelle)	Bayern	49.4497	12.1874	366	366(5)	0 (+5)	0 (+5)	FALSE	rdwd::metaInfo(id=3429)<br>name: Nabburg (Flussmeisterstelle)<br>state: Bayern<br>lat: 49.4497<br>long: 12.1874<br>ele:  366.00<br>all_elev: 366(5)<br>nfiles_coord: 0 (+5)<br>nfiles_id: 0 (+5)<br>recentfile: FALSE
3432	Nagold	Baden-Wuerttemberg	48.5667	8.7184	380	380(7)	5 (+2)	9 (+2)	TRUE	rdwd::metaInfo(id=3432)<br>name: Nagold<br>state: Baden-Wuerttemberg<br>lat: 48.5667<br>long:  8.7184<br>ele:  380.00<br>all_elev: 380(7)<br>nfiles_coord: 5 (+2)<br>nfiles_id: 9 (+2)<br>recentfile:  TRUE
3432	Nagold	Baden-Wuerttemberg	48.5665	8.7184	380	380(4)	4	9 (+2)	FALSE	rdwd::metaInfo(id=3432)<br>name: Nagold<br>state: Baden-Wuerttemberg<br>lat: 48.5665<br>long:  8.7184<br>ele:  380.00<br>all_elev: 380(4)<br>nfiles_coord: 4<br>nfiles_id: 9 (+2)<br>recentfile: FALSE
3433	Nahwinden	Thueringen	50.7524	11.1519	425	425(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=3433)<br>name: Nahwinden<br>state: Thueringen<br>lat: 50.7524<br>long: 11.1519<br>ele:  425.00<br>all_elev: 425(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
3434	Naila	Bayern	50.3269	11.6997	525	525(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=3434)<br>name: Naila<br>state: Bayern<br>lat: 50.3269<br>long: 11.6997<br>ele:  525.00<br>all_elev: 525(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
4607	Naila-Lippertsgruen	Bayern	50.308	11.6431	637	637(3)	3	4	TRUE	rdwd::metaInfo(id=4607)<br>name: Naila-Lippertsgruen<br>state: Bayern<br>lat: 50.3080<br>long: 11.6431<br>ele:  637.00<br>all_elev: 637(3)<br>nfiles_coord: 3<br>nfiles_id: 4<br>recentfile:  TRUE
3435	Nandlstadt	Bayern	48.5235	11.8398	475	475(3)	3	6	TRUE	rdwd::metaInfo(id=3435)<br>name: Nandlstadt<br>state: Bayern<br>lat: 48.5235<br>long: 11.8398<br>ele:  475.00<br>all_elev: 475(3)<br>nfiles_coord: 3<br>nfiles_id: 6<br>recentfile:  TRUE
3435	Nandlstadt	Bayern	48.5234	11.8397	475	475(3)	3	6	FALSE	rdwd::metaInfo(id=3435)<br>name: Nandlstadt<br>state: Bayern<br>lat: 48.5234<br>long: 11.8397<br>ele:  475.00<br>all_elev: 475(3)<br>nfiles_coord: 3<br>nfiles_id: 6<br>recentfile: FALSE
3436	Narsdorf	Sachsen	51.0085	12.7151	275	275(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=3436)<br>name: Narsdorf<br>state: Sachsen<br>lat: 51.0085<br>long: 12.7151<br>ele:  275.00<br>all_elev: 275(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
13691	Nassau	Rheinland-Pfalz	50.316	7.7784	85	85(4)	4	4	TRUE	rdwd::metaInfo(id=13691)<br>name: Nassau<br>state: Rheinland-Pfalz<br>lat: 50.3160<br>long:  7.7784<br>ele:   85.00<br>all_elev: 85(4)<br>nfiles_coord: 4<br>nfiles_id: 4<br>recentfile:  TRUE
3438	Nassenfels	Bayern	48.8016	11.2181	401	401(3)	3	6	TRUE	rdwd::metaInfo(id=3438)<br>name: Nassenfels<br>state: Bayern<br>lat: 48.8016<br>long: 11.2181<br>ele:  401.00<br>all_elev: 401(3)<br>nfiles_coord: 3<br>nfiles_id: 6<br>recentfile:  TRUE
3438	Nassenfels	Bayern	48.8018	11.2181	401	401(3)	3	6	FALSE	rdwd::metaInfo(id=3438)<br>name: Nassenfels<br>state: Bayern<br>lat: 48.8018<br>long: 11.2181<br>ele:  401.00<br>all_elev: 401(3)<br>nfiles_coord: 3<br>nfiles_id: 6<br>recentfile: FALSE
3439	Nassengrund	Nordrhein-Westfalen	51.9667	9.1	216	216(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=3439)<br>name: Nassengrund<br>state: Nordrhein-Westfalen<br>lat: 51.9667<br>long:  9.1000<br>ele:  216.00<br>all_elev: 216(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
6186	Nastaetten	Rheinland-Pfalz	50.1988	7.8647	268	268(5)	5	12 (+1)	FALSE	rdwd::metaInfo(id=6186)<br>name: Nastaetten<br>state: Rheinland-Pfalz<br>lat: 50.1988<br>long:  7.8647<br>ele:  268.00<br>all_elev: 268(5)<br>nfiles_coord: 5<br>nfiles_id: 12 (+1)<br>recentfile: FALSE
6186	Nastaetten	Rheinland-Pfalz	50.1989	7.8651	268	268(8)	7 (+1)	12 (+1)	TRUE	rdwd::metaInfo(id=6186)<br>name: Nastaetten<br>state: Rheinland-Pfalz<br>lat: 50.1989<br>long:  7.8651<br>ele:  268.00<br>all_elev: 268(8)<br>nfiles_coord: 7 (+1)<br>nfiles_id: 12 (+1)<br>recentfile:  TRUE
3440	Nattheim-Fleinheim	Baden-Wuerttemberg	48.7071	10.2996	530	530(1)	1	6	FALSE	rdwd::metaInfo(id=3440)<br>name: Nattheim-Fleinheim<br>state: Baden-Wuerttemberg<br>lat: 48.7071<br>long: 10.2996<br>ele:  530.00<br>all_elev: 530(1)<br>nfiles_coord: 1<br>nfiles_id: 6<br>recentfile: FALSE
3440	Nattheim-Fleinheim	Baden-Wuerttemberg	48.7071	10.2997	530	530(5)	5	6	TRUE	rdwd::metaInfo(id=3440)<br>name: Nattheim-Fleinheim<br>state: Baden-Wuerttemberg<br>lat: 48.7071<br>long: 10.2997<br>ele:  530.00<br>all_elev: 530(5)<br>nfiles_coord: 5<br>nfiles_id: 6<br>recentfile:  TRUE
3441	Nauen	Brandenburg	52.6108	12.8594	35	35(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=3441)<br>name: Nauen<br>state: Brandenburg<br>lat: 52.6108<br>long: 12.8594<br>ele:   35.00<br>all_elev: 35(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
3442	Nauheim, Bad	Hessen	50.3574	8.7506	148.9	148.5(3)_149(12)	13 (+2)	13 (+2)	TRUE	rdwd::metaInfo(id=3442)<br>name: Nauheim, Bad<br>state: Hessen<br>lat: 50.3574<br>long:  8.7506<br>ele:  148.90<br>all_elev: 148.5(3)_149(12)<br>nfiles_coord: 13 (+2)<br>nfiles_id: 13 (+2)<br>recentfile:  TRUE
3443	Naumburg-Altenstaedt	Hessen	51.2748	9.1975	303.83	303.5(1)_304(2)	3	6	TRUE	rdwd::metaInfo(id=3443)<br>name: Naumburg-Altenstaedt<br>state: Hessen<br>lat: 51.2748<br>long:  9.1975<br>ele:  303.83<br>all_elev: 303.5(1)_304(2)<br>nfiles_coord: 3<br>nfiles_id: 6<br>recentfile:  TRUE
3443	Naumburg-Altenstaedt	Hessen	51.2748	9.1995	304	304(3)	3	6	FALSE	rdwd::metaInfo(id=3443)<br>name: Naumburg-Altenstaedt<br>state: Hessen<br>lat: 51.2748<br>long:  9.1995<br>ele:  304.00<br>all_elev: 304(3)<br>nfiles_coord: 3<br>nfiles_id: 6<br>recentfile: FALSE
3444	Naumburg/Saale	Sachsen-Anhalt	51.1498	11.796	135	135(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=3444)<br>name: Naumburg/Saale<br>state: Sachsen-Anhalt<br>lat: 51.1498<br>long: 11.7960<br>ele:  135.00<br>all_elev: 135(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
7420	Naumburg/Saale-Kreipitzsch	Sachsen-Anhalt	51.1043	11.711	246	246(1)	1	14 (+1)	FALSE	rdwd::metaInfo(id=7420)<br>name: Naumburg/Saale-Kreipitzsch<br>state: Sachsen-Anhalt<br>lat: 51.1043<br>long: 11.7110<br>ele:  246.00<br>all_elev: 246(1)<br>nfiles_coord: 1<br>nfiles_id: 14 (+1)<br>recentfile: FALSE
7420	Naumburg/Saale-Kreipitzsch	Sachsen-Anhalt	51.1044	11.7112	246	246(14)	13 (+1)	14 (+1)	TRUE	rdwd::metaInfo(id=7420)<br>name: Naumburg/Saale-Kreipitzsch<br>state: Sachsen-Anhalt<br>lat: 51.1044<br>long: 11.7112<br>ele:  246.00<br>all_elev: 246(14)<br>nfiles_coord: 13 (+1)<br>nfiles_id: 14 (+1)<br>recentfile:  TRUE
3445	Naundorf bei Seyda	Sachsen-Anhalt	51.9245	12.8888	100	100(3)	3	6	TRUE	rdwd::metaInfo(id=3445)<br>name: Naundorf bei Seyda<br>state: Sachsen-Anhalt<br>lat: 51.9245<br>long: 12.8888<br>ele:  100.00<br>all_elev: 100(3)<br>nfiles_coord: 3<br>nfiles_id: 6<br>recentfile:  TRUE
3445	Naundorf bei Seyda	Sachsen-Anhalt	51.9237	12.8895	100	100(3)	3	6	FALSE	rdwd::metaInfo(id=3445)<br>name: Naundorf bei Seyda<br>state: Sachsen-Anhalt<br>lat: 51.9237<br>long: 12.8895<br>ele:  100.00<br>all_elev: 100(3)<br>nfiles_coord: 3<br>nfiles_id: 6<br>recentfile: FALSE
3447	Neckarbischofsheim	Baden-Wuerttemberg	49.3	8.9667	204	204(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=3447)<br>name: Neckarbischofsheim<br>state: Baden-Wuerttemberg<br>lat: 49.3000<br>long:  8.9667<br>ele:  204.00<br>all_elev: 204(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
3448	Neckargemuend-Kleingemuend	Baden-Wuerttemberg	49.3945	8.8046	117	117(6)	6	6	TRUE	rdwd::metaInfo(id=3448)<br>name: Neckargemuend-Kleingemuend<br>state: Baden-Wuerttemberg<br>lat: 49.3945<br>long:  8.8046<br>ele:  117.00<br>all_elev: 117(6)<br>nfiles_coord: 6<br>nfiles_id: 6<br>recentfile:  TRUE
3449	Neckartenzlingen	Baden-Wuerttemberg	48.5926	9.2322	289	289(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=3449)<br>name: Neckartenzlingen<br>state: Baden-Wuerttemberg<br>lat: 48.5926<br>long:  9.2322<br>ele:  289.00<br>all_elev: 289(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
3450	Neckarwestheim	Baden-Wuerttemberg	49.0429	9.1958	275	275(4)	4	4	TRUE	rdwd::metaInfo(id=3450)<br>name: Neckarwestheim<br>state: Baden-Wuerttemberg<br>lat: 49.0429<br>long:  9.1958<br>ele:  275.00<br>all_elev: 275(4)<br>nfiles_coord: 4<br>nfiles_id: 4<br>recentfile:  TRUE
3451	Nedlitz	Sachsen-Anhalt	52.0736	12.2295	98	98(2)	2	4	TRUE	rdwd::metaInfo(id=3451)<br>name: Nedlitz<br>state: Sachsen-Anhalt<br>lat: 52.0736<br>long: 12.2295<br>ele:   98.00<br>all_elev: 98(2)<br>nfiles_coord: 2<br>nfiles_id: 4<br>recentfile:  TRUE
3451	Nedlitz	Sachsen-Anhalt	52.0772	12.2406	98	98(2)	2	4	FALSE	rdwd::metaInfo(id=3451)<br>name: Nedlitz<br>state: Sachsen-Anhalt<br>lat: 52.0772<br>long: 12.2406<br>ele:   98.00<br>all_elev: 98(2)<br>nfiles_coord: 2<br>nfiles_id: 4<br>recentfile: FALSE
2765	Neetzow	Mecklenburg-Vorpommern	53.8819	13.4057	10	10(2)	2	4	TRUE	rdwd::metaInfo(id=2765)<br>name: Neetzow<br>state: Mecklenburg-Vorpommern<br>lat: 53.8819<br>long: 13.4057<br>ele:   10.00<br>all_elev: 10(2)<br>nfiles_coord: 2<br>nfiles_id: 4<br>recentfile:  TRUE
2765	Neetzow	Mecklenburg-Vorpommern	53.8823	13.4063	10	10(2)	2	4	FALSE	rdwd::metaInfo(id=2765)<br>name: Neetzow<br>state: Mecklenburg-Vorpommern<br>lat: 53.8823<br>long: 13.4063<br>ele:   10.00<br>all_elev: 10(2)<br>nfiles_coord: 2<br>nfiles_id: 4<br>recentfile: FALSE
3452	Negenborn	Niedersachsen	51.8833	9.5667	140	140(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=3452)<br>name: Negenborn<br>state: Niedersachsen<br>lat: 51.8833<br>long:  9.5667<br>ele:  140.00<br>all_elev: 140(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
3453	Nehlitz	Sachsen-Anhalt	51.5762	11.9596	140	140(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=3453)<br>name: Nehlitz<br>state: Sachsen-Anhalt<br>lat: 51.5762<br>long: 11.9596<br>ele:  140.00<br>all_elev: 140(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
3454	Nehren	Baden-Wuerttemberg	48.4354	9.0704	421	421(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=3454)<br>name: Nehren<br>state: Baden-Wuerttemberg<br>lat: 48.4354<br>long:  9.0704<br>ele:  421.00<br>all_elev: 421(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
3455	Neidlingen	Baden-Wuerttemberg	48.5765	9.5667	462	462(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=3455)<br>name: Neidlingen<br>state: Baden-Wuerttemberg<br>lat: 48.5765<br>long:  9.5667<br>ele:  462.00<br>all_elev: 462(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
3456	Neinstedt	Sachsen-Anhalt	51.7515	11.0869	140	140(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=3456)<br>name: Neinstedt<br>state: Sachsen-Anhalt<br>lat: 51.7515<br>long: 11.0869<br>ele:  140.00<br>all_elev: 140(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
3457	Neipperg	Baden-Wuerttemberg	49.1	9.05	265	265(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=3457)<br>name: Neipperg<br>state: Baden-Wuerttemberg<br>lat: 49.1000<br>long:  9.0500<br>ele:  265.00<br>all_elev: 265(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
5783	Neisseaue	Sachsen	51.2271	15.0069	180	180(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=5783)<br>name: Neisseaue<br>state: Sachsen<br>lat: 51.2271<br>long: 15.0069<br>ele:  180.00<br>all_elev: 180(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
3458	Nemsdorf	Sachsen-Anhalt	51.3643	11.6588	183	183(4)	2 (+2)	2 (+2)	FALSE	rdwd::metaInfo(id=3458)<br>name: Nemsdorf<br>state: Sachsen-Anhalt<br>lat: 51.3643<br>long: 11.6588<br>ele:  183.00<br>all_elev: 183(4)<br>nfiles_coord: 2 (+2)<br>nfiles_id: 2 (+2)<br>recentfile: FALSE
